exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_date,event_venue,source_url,source_year,organization_id
SOMFY GmbH,somfy.de,+49 7472 930495,elektro.de@somfy.com,"Felix-Wankel-Straße 50, 72108, Rottenburg, Germany",Germany,Hall B5 | 351,"Über Somfy Somfy ist weltweit führend in der Antriebs- und Steuerungstechnik von Sonnenschutz- und Gebäudeöffnungssystemen. Als Pionier im Bereich Smart Home und Smart Building brachte Somfy 1969 den ersten Rohrmotor für Markisen auf den Markt und führte 2007 mit io-homecontrol eines der ersten bidirektionalen Funkprotokolle ein. Mit dem TaHoma-Ökosystem und der Initiative „So Open“ setzt das Unternehmen auf eine interoperable Smart-Home-Welt. Die Somfy Gruppe mit der Zentrale in Cluses, Frankreich, beschäftigt insgesamt 6.500 Mitarbeiter in rund 60 Ländern. Einer der Hauptmärkte ist die DACH-Region – in Deutschland (Rottenburg), Österreich (Elsbethen-Glasenbach) und der Schweiz (Bassersdorf) sind mehr als 420 Mitarbeiter tätig.",,Rottenburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SOMFY-GmbH--144775,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,144775
Sonepar Deutschland Region Nord-Ost GmbH,sonepar.de,+49 40 670855-0,info.rno@sonepar.de,"Vahrenwalder Straße 238, 30179, Hannover, Germany",Germany,Hall B7 | 120,,,Hannover,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Sonepar-Deutschland-Region-Nord-Ost-GmbH--131174,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131174
Sonlux Lighting GmbH,sonlux.de,+49 3632 65220,info@sonlux.de,"Frankenhäuserstraße 66, 99706, Sondershausen, Germany",Germany,Hall B7 | 114,,,Sondershausen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Sonlux-Lighting-GmbH--131513,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131513
Sortimo International GmbH,mysortimo.de,+49 8291 850-0,info@sortimo.de,"Dreilindenstraße 5, 86441, Zusmarshausen, Germany",Germany,Hall B4 Ground floor | 210,"Sortimo International GmbH is the world’s leading manufacturer of vehicle equipment and, with its products, digital services, and strategic consulting, provides mobility solutions that create a highly efficient and professional mobile working environment. Sortimo pursues a resource-conscious corporate policy across all areas of the business in order to fulfill its responsibility towards customers, society, and the environment. The company is headquartered in Zusmarshausen, Bavaria, which is also its only production site, and employs around 1,300 people worldwide. With ten branches and 23 Sortimo Stations in Germany, as well as a presence in more than 35 countries, Sortimo has a strong international focus.",,Zusmarshausen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Sortimo-International-GmbH--131226,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131226
SOTIN Chemische und technische Produkte GmbH & Co. KG,sotin.de,+49 671 894890,info@sotin.de,"Industriestraße 6, 55543, Bad Kreuznach, Germany",Germany,Hall A1 | 431,"Energy efficiency, the greatest unused energy source! That is why at Sotin we specialize in cleaning the combustion side of heating systems, the cleaning of heat pumps, as well as decalcification of water systems and heating systems, because the energy efficiency of the installed equipment and piping decreases with increasing time of use due to permanently progressing contamination. Where combustion takes place, there is always dirt and residues. These residues are responsible for the decline in energy efficiency. Even a few millimeters of deposits in the combustion chambers reduce heat transfer many times over. As a result, the consumption of the combustible material increases by up to 20%. You can only achieve the desired energy efficiency with clean systems. For 50 years, we have been successfully and innovatively developing chemical products that cover all the needs of the heating and plumbing trade. We are the market leader in the German specialist wholesale trade and have the enormous advantage of being able to supply everything from a single source. Our products are optimally matched to each other and offer users perfect complete solutions that are characterized by high efficiency and ease of use. The satisfaction of our customers as well as a very high quality standard are enormously important to us. This is ensured by the permanent development of our products in a laboratory equipped with the latest technology as well as by regular batch control. Our suppliers come from the EU area, whose quality is legally regulated by strict standards. Our team consists of about 30 highly qualified employees, who all see themselves as team players. Thus, the atmosphere in our company is familiar and characterized by a fair cooperation - first-class prerequisite for a highly motivated and committed interaction with our customers. Our company supports Germany as a business location; we develop our products in our own laboratory, do not relocate production to low-wage countries and thus secure the future of our jobs. For us it is important to give Germany a perspective, to take responsibility for our employees and to secure the future of our offspring.",,Bad Kreuznach,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--SOTIN-Chemische-und-technische-Produkte-GmbH-Co-KG--131163,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131163
Spirotech BV Niederlassung Deutschland,spirotech.de,+49 211 384280,info@spirotech.de,"In der Steele 2, 40599, Düsseldorf, Germany",Germany,Hall A4 | 230,"Since the invention of the revolutionary SpiroTube by the founder of our company, Frans Roffelsen, Spirotech has developed into an expert in the field of system water quality in closed HVAC systems. As a Helmond family business, we were the first in the Netherlands to start developing air and dirt separators for use in heating and cooling installations/systems. With an air and dirt separator you not only save energy, but you also prevent wear and tear on the (often) expensive components in your system, such as the heating boiler or heat pump. Our products are mostly produced in the Netherlands with high-quality materials such as brass and steel. In addition, we use high-quality magnets to remove all the harmful magnetite, known from the ""black water"" in your heating. We now also produce and supply products for vacuum degassing, pressure maintenance, hydraulic distributors and additives. On the basis of an extensive water analysis, performed in our laboratory, we can also give you tailor-made advice!",,Düsseldorf,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Spirotech-BV-Niederlassung-Deutschland--131250,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131250
Startup@GET NORD by VdZ,get-nord.com,+49 40 35692151,maike.ehle@hamburg-messe.de,"Messeplatz 1, 20357, Hamburg, Germany",Germany,Startup@GET NORD by VdZ | Hall B1 Ground floor | 103,"At the Startup@GET NORD by VdZ area, young founders and established industry companies come together to foster the exchange of ideas across the entire value chain of the heating and building technology sector. With Startup@GET NORD by VdZ, a platform is created to give startups access to the industry. At the same time, established companies in the industry can exchange ideas with young founders and bring new innovations to the industry.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Startup-GET-NORD-by-VdZ--155049,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,155049
STEINEL,steinel.de,+49 5245 4480,info@steinel.de,"Dieselstraße 80 - 84, 33442, Herzebrock-Clarholz, Germany",Germany,Hall B5 | 410,"Solutions for tomorrow - welcome to the Inventors' Company STEINEL develops and produces state-of-the-art solutions for intelligent light management, work space management and building intelligence. Our inventions bring benefit and convenience to any building. From skyscrapers to private homes. Planners, architects, electricians, investors and end users all over the world rely on our inventions.",,Herzebrock-Clarholz,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--STEINEL--131397,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131397
STIEBEL ELTRON Deutschland Vertriebs GmbH,stiebel-eltron.de,+49 5531 702702,info-center@stiebel-eltron.de,"Dr.-Stiebel-Straße 12, 37603, Holzminden, Germany",Germany,Hall A4 | 110,"STIEBEL ELTRON – a company full of energy STIEBEL ELTRON is an internationally operating Group and is among the global market and technology leaders in the fields of building services and renewable energies. Since 1924, technical performance, quality, innovation, reliability and customer-oriented service have been defining factors in our success. With five national and five international production facilities, 26 sales organisations around the world, plus partners and agencies in 120 countries, STIEBEL ELTRON has a global presence. The annual turnover in 2024 was around 941 million euros.",,Holzminden,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--STIEBEL-ELTRON-Deutschland-Vertriebs-GmbH--131555,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131555
STRAUB Werke AG,straub.ch,+41 81 7254100,straub@straub.ch,"Straubstraße 13, 7323, Wangs, Switzerland",Switzerland,Hall A4 | 143,,,Wangs,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--STRAUB-Werke-AG--131154,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131154
strawa Wärmetechnik GmbH,strawa.com,+49 36256 86610,info@strawa.com,"Gottlieb-Daimler-Straße 4, 99869, Schwabhausen, Germany",Germany,Hall A4 | 251,"For over 40 years, strawa Wärmetechnik GmbH has been known as a specialist in the field of heating technology in Germany, Austria, and Switzerland. We offer individual solutions in the product segments of underfloor heating distribution technology, distribution cabinets, control and fresh water systems “Made in Germany”. Our products are revolutionary in many areas and always at the highest technical level. This is another reason why we are regarded as one of the market leaders in the industry.",,Schwabhausen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--strawa-W-rmetechnik-GmbH--131460,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131460
STREIT Software GmbH,streit-software.de,+49 7832 995566,info@streit-software.de,"Julius-Allgeyer-Straße 1, 77716, Haslach/Kinzigtal, Germany",Germany,Hall B2 Ground floor | 502,"Die STREIT Software GmbH ist seit mehr als vier Jahrzehnten ein renommiertes, mittelständisches Softwareunternehmen, das sich auf kaufmännische ERP-Software und Apps für das Handwerk spezialisiert hat. Die Expertise erstreckt sich über verschiedene Branchen - darunter Elektro und Photovoltaik. Mit einem Team von über 130 Mitarbeitern bedient das Unternehmen den gesamten deutschsprachigen Raum. Die Handwerkersoftware Streit V.1 sowie verschiedene Handwerker-Apps - komplett eigenentwickelte Anwendungen - sind sowohl in kleinen Handwerksbetrieben als auch in großen Unternehmen mit zahlreichen Niederlassungen und Tochterfirmen im Einsatz. Mit der Funktionstiefe und -vielfalt der Anwendungen und der intensiven Betreuung und Beratung, hat sich die STREIT Software GmbH als zuverlässiger Digitalisierungspartner einen Namen gemacht. Software und Apps unterstützen Handwerksbetriebe in sämtlichen Prozessen rund um die Auftrags- und Projektabwicklung sowie bei organisatorischen und administrativen Aufgaben und erfüllen die speziellen Anforderungen des Handwerks. In Kombination mit dem umfassenden Beratungs- und Schulungskonzept Innendienst ebnet die STREIT Software GmbH den Weg für eine umfassende, langfristige und tiefgreifende Digitalisierung im Handwerk. Angeboten werden Seminare an den Schulungsstandorten Hofstetten und Hannover und Webinaren. Hinzu kommt eine intensive Betreuung und Beratung vor Ort durch das deutschlandweite Consulting-Team oder per Fernwartung und über das telefonisch erreichbare Consulting-Team.",,Haslach/Kinzigtal,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--STREIT-Software-GmbH--131434,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131434
Swegon Germany GmbH,swegon.de,+49 89 326700,info@swegon.de,"Parkring 22, 85748, Garching-Hochbrück, Germany",Germany,Hall A1 | 410,,,Garching-Hochbrück,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Swegon-Germany-GmbH--131494,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131494
synatos GmbH,das-programm.io,+49 30 81455250,gina.shams@das-programm.io,"Danzigerstraße 16, 10435, Berlin, Germany",Germany,Startup@GET NORD by VdZ | Hall B1 Ground floor | 103.06,"Das Programm is a cloud-based all-in-one software for trade businesses of all crafts and sizes. All central workflows – from quotes to sales orders and project planning, time tracking and work reports, through to invoicing, cost calculation and post-calculation- are seamlessly managed within the software. Interfaces with DATEV, GAEB, IDS-Connect and DATANORM, among others, as well as AI-powered features, support digital workflows and eliminate duplicate data entry. Accessible via browser, Das Programm is compatible across platforms on smartphones, tablets and PCs. The native iOS and Android app also supports selected functions offline on-site.",,Berlin,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--synatos-GmbH--155051,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,155051
