exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
Sutsnax General Trading FZE,sutsnax.com,+971524285468,metlux@sutsnax.com,"Office No FZJOB709 Jebel Ali, 81429, Dubai, United Arab Emirates",United Arab Emirates,Sutsnax General Trading FZE,H17,"Metlux is a Next-Generation Technology for 3D Branding Solutions. Metlux is manufactured in a variety of colors, from Classic...",Dubai,
"Suzhou Hanas Cosmetics Packaging Co., Ltd",skcosmetics.ae,+8613918102794,info@hanascos.com,"Room 901, Zhongtian Building, Kunshan, China",China,"Suzhou Hanas Cosmetics Packaging Co., Ltd",E42,We pride ourselves on being a flexible and innovative packaging manufacturer.Hanas is a beauty packaging solutions provider...,Kunshan,
"SUZHOU JULUN SPRAY TECHNOLOGY CO., LTD.",,+8613962475300,3193259484@qq.com,"NO.21,CHANGFU RD. NANFENG TOWN, 215600, ZHANGJIAGANG, China",China,"SUZHOU JULUN SPRAY TECHNOLOGY CO., LTD.",K11,,ZHANGJIAGANG,
"SUZHOU KREATS IMPORT AND EXPORT CO., LTD",,+868613451585209,export@jskreat.com,"Jiyang East Road, 226, Zhangjiagang City,, China",China,"SUZHOU KREATS IMPORT AND EXPORT CO., LTD",G41,,"Zhangjiagang City,",
"SUZHOU SUNRISE COSMETICS CO.,LTD",skcosmetics.ae,+868618118165258,summer@yourperfumelabel.com,"XIANGCHENG RD, 1200, SUZHOU , China",China,"SUZHOU SUNRISE COSMETICS CO.,LTD",B44,,SUZHOU,
Swastik Technopack Private Limited,swastikengineering.net,+918451004191,jignesh.pancholi@swastiktechnopack.net,"Chandivali Andheri East, 400072, Mumbai, India",India,Swastik Technopack Private Limited,F26,"Swastik is 40+ year organization based in Mumbai, India. We provide exclusive solutions for the perfume industry starting...",Mumbai,
Sweet Rose Trading LLC,,+971559016887,judy2407@163.com,"New Dubai Wholesale Pl., 1946, Dubai, United Arab Emirates",United Arab Emirates,Sweet Rose Trading LLC,G16,SWEET ROSE TRADING LLC focus on make up products.,Dubai,
Swift Pack Company Limited,swiftglass.cn,+8619928337093,export3@swiftglass.cn,"Wang Kwon Road 1, Kowloon Bay, Hong Kong",Hong Kong,Swift Pack Company Limited,N11,"We are a high quality manufacturer of perfume and cosmetic packaging. We have 2 factories, one is a glass factory, and...",Kowloon Bay,
Swiss Arabian Perfumes IND. LLC,khadlaj-perfumes.com,+97165774451,sameer.adamali@sapguae.com,"101, 1615, Sharjah, United Arab Emirates",United Arab Emirates,Swiss Arabian Perfumes IND. LLC,G16,The history of Swiss Arabian Perfumes Group is an enchanting tale that spans over 40 years. This pioneer in Arabian perfumes...,Sharjah,
Swiswann Inc.,wa.me,+1718-797-3338,patriciawong.louis@outlook.com,"Lone Ranger Trl 17855, 91709, Chino Hills, United States",United States,Swiswann Inc.,B12,,Chino Hills,
Syed Junaid Alam W.L.L,junaidperfumes.com,+97317737007,arif@junaidperfumes.com,"Manama 212, 212, Manama, Bahrain",Bahrain,Syed Junaid Alam W.L.L,E24,"Junaid Perfumes – 1910 Heritage, Global Reach & Olfactory Innovation Founded in Bahrain in 1910, Junaid Perfumes is the oldest...",Manama,
Symrise Middle East FZ-LLC,symrise.com,+97144279300,,"345817, United Arab Emirates",United Arab Emirates,Symrise Middle East FZ-LLC,,,,
"SZ Confederation Import and Export Co., Ltd.",,+8613915719345,kwqjck@163.com,"Jiangong Road, Nanfeng Town, 215210, Zhangjiagang, China",China,"SZ Confederation Import and Export Co., Ltd.",M19,"Our company primarily focuses on perfume packaging.and its main products are:perfume bottles,essential oil bottles,cream...",Zhangjiagang,
T-Lord Packaging (Hong Kong) Limited,t-lordbeauty.com,,noemail@noemail.com,"8 - 10 Kwai Sau Road, Hong Kong, Hong Kong",Hong Kong,T-Lord Packaging (Hong Kong) Limited,C12,,Hong Kong,
TAENAM HOUSEHOLD & HEALTHCARE LTD.,,+82827051421582,jayjeong@taenam.co.kr,"Jamwon-ro 3-gil, Seocho-gu, 5F ,40, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",TAENAM HOUSEHOLD & HEALTHCARE LTD.,E19,"TAENAM HOUSEHOLD & HEALTHCARE LTD. is a Korea-based beauty and personal care company specializing in the development, manufacturing...",Seoul,
"Taishan AGHG Aloe Products Co.,Ltd‌",,+867505477228,international@aghg.com.cn,"No. 368, Hailong District，, Taishan City,, China",China,"Taishan AGHG Aloe Products Co.,Ltd‌",B37,"American Global Health Group, LLC (AGHG) Founded in 1999 and headquartered in Seattle, USA, AGHG operates a complete Aloe...","Taishan City,",
Taixing Jili Glass Products Co. Ltd.,xing.com,+8652387988868,86293636@qq.com,"Xiangfu West Rd., Hongqiao Town 181, 225453, Taixing, China",China,Taixing Jili Glass Products Co. Ltd.,J12,,Taixing,
"Taiya (Guangdong) Biotechnology Co., Ltd",,+8619879080702,bellabeauty0902@gmail.com,"Guangqing Industrial Park, 511547, Guangzhou, China",China,"Taiya (Guangdong) Biotechnology Co., Ltd",F10,TAIYA (Guangdong) Biotechnology Co. Limited is a large-scale modern enterprise at the source of cosmetics and daily chemical...,Guangzhou,
Taizhou Huadi Electric Co. Ltd.,huadicn.com,+8657684833959,info@huadicn.com,"No. 158 Yuanqiao Industrial Zone, 318025, Taizhou, China",China,Taizhou Huadi Electric Co. Ltd.,D16,"Established in 1992, Taizhou Huadi Electric Co., Ltd is located in Taizhou City, Zhejiang Province, China, six kilometers...",Taizhou,
Takara Belmont,,+97165739392,reception@nazih.com,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Takara Belmont,,"For more than a century, Takara Belmont has been a world-leading manufacturer of equipment, technology and professional hair...",Sharjah,
Takasago Europe Perfumery Laboratory - TEPL Sarl,takasago.com,+3322684220420,sylvain_eyraud@takasago.com,"Rue Toricelli 12, 75017, Paris, France",France,Takasago Europe Perfumery Laboratory - TEPL Sarl,D26,,Paris,
Talents Packing International Ltd,talentsgroup.com.cn,+8675583982721,sales5@talentsgroup.com.cn,"-125 Wing lok Street 121, Sheung Wan, Hong Kong",Hong Kong,Talents Packing International Ltd,C35,"Talents packing (TPI) is covering more than 15,000 square meters area. TPI specializes in the production of foaming pumps...",Sheung Wan,
Tatricia Glass Group Co. Ltd.,tatricia.com,+862062922653,jack@tatricia.com,"th part of the Greenland Airport International center 5, 510400, Guangzhou, China",China,Tatricia Glass Group Co. Ltd.,H26,"Guangzhou Tatricia Glass Group Co., Ltd. was established in 2009, the factory is located in China Glass Manufacturing center...",Guangzhou,
Tatti Lashes Luxury Strip Eyelashes LTD,tattilashes.com,+447804515024,elliot@tattilashes.com,"14 Linacre Lane, L20 5AH, Liverpool, Great Britain and Northern Ireland",Great Britain and Northern Ireland,Tatti Lashes Luxury Strip Eyelashes LTD,"F26, F26",,Liverpool,
TECHNATURE,tech-nature.com,+33298071769,,"ZAC DE LANNUZEL, 29460, DIRINON, France",France,TECHNATURE,D15,,DIRINON,
Technico Flor SAS,technicoflor.fr,+33491077077,communication@technicoflor.fr,"ROUTE DES QUATRE SAISONS, 13190, Allauch, France",France,Technico Flor SAS,G24,TechnicoFlor Parfums has been supplying the biggest names in Perfumery and Cosmetics for over 40 years. It distributes its...,Allauch,
"TEEYOO METAL PACKAGING CO.LTD. CO.,LIMITED",,+8613760666476,service@teeyoocans.com,"NO3 Industrial RD. Nangang,zhucun, 511300, Guangzhou, China",China,"TEEYOO METAL PACKAGING CO.LTD. CO.,LIMITED",G38,,Guangzhou,
"TENZ TECHNOLOGY CO., LTD.",,+8618521241664,sales@tianzejd.com,"888 XINHUI RD NANXUN DISTRICT, 313013, HUZHOU, China",China,"TENZ TECHNOLOGY CO., LTD.",I29,,HUZHOU,
TGC.Co.Ltd.,tgc-korea.com,+8231-8067-8072,mkt@tgc-korea.com,"ACE Dongbaek Tower Giheung-gu, 2, Yongin-si, Korea, the Republic of (South)","Korea, the Republic of (South)",TGC.Co.Ltd.,F31,,Yongin-si,
Thames Steels Private Limited (KOXICAN),koxican.com,9837044631,kanishk@koxican.com,"Ecotech 1 Extension, 201308, Noida, India",India,Thames Steels Private Limited (KOXICAN),A12,"Dear Sir/Mam, We are pleased to introduce ourselves as one of the leading manufacture of “Aluminium Monobloc Aerosol Cans...",Noida,
The BeautyCo General Trading LLC,thebeautyco.net,+97113670008,deena@thebeautyco.net,"Al Mustaqbal Street, 215315, Dubai, United Arab Emirates",United Arab Emirates,The BeautyCo General Trading LLC,B09,The BeautyCo is a leading B2B beauty products distribution company in the GCC region. It serves the GCC market from offices...,Dubai,
The El Group,,+8270-7699-3949,blessingmina77@gmail.com,"5F, 26 Seolleung-ro 153-gil, Gangnam-gu, 06019, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",The El Group,B37,,Seoul,
The French Fragrance House S.A.S,fragranceworld.ae,+33493096058,alexandre.levet@thefrenchfragrancehouse.com,"Route de Cannes, 06130, Grasse, France",France,The French Fragrance House S.A.S,J16,The French Fragrance House is a fragrance house based in Grasse founded by a team of professionals with a passion for the...,Grasse,
The Hair & Cosmetic Company Limited,thehairandcosmetic.co.uk,+44353872842847,bobby@thehairandcosmetic.co.uk,"60 Cox Lane Unit 1, KT9 1TW, Chessington, Great Britain and Northern Ireland",Great Britain and Northern Ireland,The Hair & Cosmetic Company Limited,G12A,"NuCalm is a patented neuroscience technology that helps your body reduce stress, improve sleep, and restore balance - naturally...",Chessington,
The Syndicate L.L.C-FZ,,+971563964611,taimoor.hasan@gzperfectlink.com,"Meydan Road Nad Al Sheba, Dubai, United Arab Emirates",United Arab Emirates,The Syndicate L.L.C-FZ,C26,,Dubai,
Thuya SLU,,+34661464154,lorenag@thuya.com,"Sant Gervasi de Cassoles No. 68, 08022, Barcelona, Spain",Spain,Thuya SLU,E11,"THUYA is a leading professional beauty brand based in Barcelona, with over 37 years of experience in the industry. We specialize...",Barcelona,
Tianshi (HK) Limited,,+8613588160779,info@chinatians.com,"Jaffe Road 211-213, Wan Chai, Hong Kong",Hong Kong,Tianshi (HK) Limited,I35,Tianshi（HK）Limited was established in 1992. It is a comprehensive enterprise that integrates printing and export packaging...,Wan Chai,
Titanium Group Dis. Tic. Ltd. Sti.,skcosmetics.ae,+905336995161,sakirr@titaniumgroup.com.tr,"TURGUT OZAL MILLET CAD. RENK NO: 77 IC KAPI NO: 12 FATIH, 34000, Istanbul, Türkiye",Türkiye,Titanium Group Dis. Tic. Ltd. Sti.,A09,,Istanbul,
"Tiya Packaging Co., Ltd",,+8618704975165,tiyaperfume@163.com,"Wanzai Industrial Park, 336100, Yichun, China",China,"Tiya Packaging Co., Ltd",E36,"Tiya Perfect Perfume Bottle Co., Ltd. was established in 2013. It is a company integrating R&D, design, production, and trade...",Yichun,
TJ Pack,,+8613802377176,tina@tjpack.com.cn,"No. 41, Humen Section, Taian Road,, Dongguan, China",China,TJ Pack,K12,,Dongguan,
"Top 1 Packaging & Accessories Co., Limited",top1pack.com,+8613669812878,charles.hu@top1pack.com,"89 Lockhart Road, Hong Kong, Hong Kong",Hong Kong,"Top 1 Packaging & Accessories Co., Limited",B38,"We are a modern, agile manufacturer dedicated to integrity and reliability. Our lean structure ensures quick responses and...",Hong Kong,
Top Lady Cosmetics LLC,skcosmetics.ae,+971588213412,353132987@qq.com,"Deira Shop No.1, Dubai, United Arab Emirates",United Arab Emirates,Top Lady Cosmetics LLC,C11,,Dubai,
"Top One Label Technology Co., Limited",dkhoonemirates.com,,,"2C Argyle Street, Hong Kong, Hong Kong",Hong Kong,"Top One Label Technology Co., Limited",I26,"Established in 2010, Top One Label has built a 16-year legacy as a professional metal sign manufacturer. Adhering to the...",Hong Kong,
"Top&Top Industrial Co., Ltd.",,+868613728647936,janeqiu@top-packaging.com,"Ping Xin Nan Road No 33,, 518111, Shenzhen, China",China,"Top&Top Industrial Co., Ltd.",G28,"We are committed to providing customized perfume packaging services. With 15 years of experience, we have an experienced...",Shenzhen,
Topkim International Limited,,,noemail@noemail.com,"1 Wang Kwong Road, Hong Kong, Hong Kong",Hong Kong,Topkim International Limited,C22,,Hong Kong,
"Topwell Packaging Co., Limited",,+8615338353953,topwellperfume@gmail.com,"Chatham Road South 17-19, Hong Kong",Hong Kong,"Topwell Packaging Co., Limited",G28,"Topwell Packaging Co., Limited is one of the professional manufacturers specializing in the design and manufacture of perfume...",,
Tournaire,,+33493093428,anuschka.redonet@tournaire.fr,"route de la Paoute 70, 06130, Grasse Cedex, France",France,Tournaire,E25,"Since 1833, based in the city of Perfumes, Tournaire aluminum packaging has protected fragrances and aromas. From 2024, we...",Grasse Cedex,
TOV Co. Ltd.,tovstyle.com,+8210-3817-4756,global00@tovstyle.com,"Samseonghyeon-ro 38, 38578, Gyeongsangbuk-do, Korea, the Republic of (South)","Korea, the Republic of (South)",TOV Co. Ltd.,E15,"TOV Co., Ltd. goes beyond products, aiming to play a meaningful role in creating better everyday lifestyles. The company...",Gyeongsangbuk-do,
"Treasure (China) Printing & Packaging Co., Ltd.",treasureptg.com.hk,+85291418229,thomas@treasureptg.com.hk,"Unit 355 9 Choi Yuen Road, Sheung Shui, Hong Kong",Hong Kong,"Treasure (China) Printing & Packaging Co., Ltd.",J16,"Founded in 1995, TREASURE has steadily grown into a trusted packaging solutions partner, underpinned by an unwavering commitment...",Sheung Shui,
Trends for Beauty & Personal Care Requisites Manufacturing LLC,gulforchid.com,+97167413738,ceo@trendscosmetics.com,"Jurf Industrial 2, 54154, Ajman, United Arab Emirates",United Arab Emirates,Trends for Beauty & Personal Care Requisites Manufacturing LLC,B12,"Trends for Beauty and Personal Requisites Manufacturing L.L.C. is a leading name in the cosmetics industry, dedicated to...",Ajman,
"Trendy Products Co., Ltd.",trendyproducts.co.kr,+822-833-5058,trendycom@naver.com,"335 Yeongdeungpo-gu, 07378, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Trendy Products Co., Ltd.",E19,"We have been established since 1996. We are a manufacturer and an exporter of beauty implements including eyelashes, glues...",Seoul,
Trendz Packaging Solutions FZE,trendzpack.com,+97165489449,sales@trendzpack.com,"Saif Zone, Sharjah, United Arab Emirates",United Arab Emirates,Trendz Packaging Solutions FZE,D12,,Sharjah,
TriMas Packaging,trimaspackaging.com,+441162331100,dispensing-marketing@trimas.com,"Scudamore Rd. 44, LE3 1UG, Leicester, Great Britain and Northern Ireland",Great Britain and Northern Ireland,TriMas Packaging,G27,"TriMas Packaging designs and manufactures a broad portfolio of dispensing, closure and flexible packaging solutions serving...",Leicester,
U & M Packaging Industry (HK) Co. Ltd.,,+85213925055355,doris@umpacking.com,"-167 DesVoeux Road Central 161, Hong Kong, Hong Kong",Hong Kong,U & M Packaging Industry (HK) Co. Ltd.,A28,"Our company U&M PACKAGING INDUSTRY （HK） CO.,LIMITED focus on exporting packaging boxes for many kinds of cosmetic, perfume...",Hong Kong,
U&B,,,beauty@unbb.net,", Yongso-ro 19 beon-gil, Nam-gu, Busan 10, Busan, Korea, the Republic of (South)","Korea, the Republic of (South)",U&B,D12,,Busan,
U-Box Gmbh,ubox-beauty.com,+4917634452504,info@ueboxgmbh.com,"Siemensstr 17a, 61267, Neu-Anspach, Germany",Germany,U-Box Gmbh,G21,"Ü-Box GmbH is an innovative company based in the Germany, specializing in the cosmetics industry. We are dedicated to providing...",Neu-Anspach,
UB Packaging,,+1647-671-4688,sales@ubpack.cn,"Carlton Road, L3P 7S5, Markham, Canada",Canada,UB Packaging,L16,,Markham,
ULIMA Société à responsabilité limitée,social-plugins.line.me,+1213-294-5091,zoe.zhang00@outlook.com,"Silk Road Paris 19 Rue du Sausset, 93290, Tremblay, France",France,ULIMA Société à responsabilité limitée,B25,"We are a professional packaging solution provider integrating product design, R&D, manufacturing and sales. Our fagship brand...",Tremblay,
Umbraphil,umbraphil.com,+8210-3724-9909,business@ph2cm.com,"136, Sejong-daero, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Umbraphil,B27,"P2Cm (Pharmaceuticals to Cosmetics) is a K-beauty company founded in 2025, building on extensive experience in the pharmaceutical...",Seoul,
Umendra Exports Pvt. Ltd.,umendra.com,+919310034512,sumitdrajanii@umendra.com,", Nehru Place 6, 110019, New Delhi, India",India,Umendra Exports Pvt. Ltd.,E37,"Umendra Exports is a ""premier supplier"" of Personal Care Products, OTC Creams and Ointments, and Medical Hygiene Products...",New Delhi,
"UNDER7 Co., Ltd",under7.jp,+971501842880,rika.dolly0312@gmail.com,"2-1-13 Nishishinnsaibashi, Chuo-ku Mitsu Building, 542-0086, Osaka, Japan",Japan,"UNDER7 Co., Ltd",F38,,Osaka,
Unicons Trading Limited,,+8619195563416,becky@gdyaoyong.com,"2-16 Fayuen St., Hong Kong, Hong Kong",Hong Kong,Unicons Trading Limited,A41,"With more than 200000 square meters of green ecological industrial park, More than 10 production lines, daily production...",Hong Kong,
Unitrade FZE,unitradefze.com,+97144317350,info@utfze.com,"Prism Tower, 26505, Dubai, United Arab Emirates",United Arab Emirates,Unitrade FZE,H12,"Unitrade is the leading provider of turnkey packaging solutions for fragrances, bath and body, and cosmetics. Several well...",Dubai,
Universal Distribution Center Pakistan,universaldc.com.pk,+923330232438,fareed.usman@universaldc.com,"D-234/A-1, Metroville, S.I.T.E, 75840, Karachi, Pakistan",Pakistan,Universal Distribution Center Pakistan,J36,"Universal-Pakistan is a trailblazing manufacturer of fragrance-related products, catering to diverse needs with a wide range...",Karachi,
Universal Reach General Trading LLC,,+9712982235,accounts@universaldmcc.com,"New Gold Souq, 43453, Dubai, United Arab Emirates",United Arab Emirates,Universal Reach General Trading LLC,G17,,Dubai,
Untold Love By Nature,,+97143549880,marketing@revotrd.com,"Al Barsha No. 801, 0000, Dubai, United Arab Emirates",United Arab Emirates,Untold Love By Nature,E21,Our journey began with a simple vision: to build a skincare routine rooted in the belief that nature provides everything...,Dubai,
